name,age,salary,monthly_expenses,savings,investments,debt,assets,financial_goal,risk_appetite
Akshay Agate,28,479000.0,15700.0,618000.0,883000.0,156000.0,161000.0,5772000.0,conservative
Andrew Choudhry,33,251000.0,13600.0,181000.0,25000.0,11000.0,547000.0,660000.0,aggressive
Yashica Narain,57,1287000.0,91100.0,1342000.0,247000.0,866000.0,4673000.0,3012000.0,moderate
Arunima Dey,59,2327000.0,104200.0,1240000.0,6551000.0,1637000.0,4425000.0,14029000.0,moderate
Dakshesh Sethi,44,594000.0,21400.0,197000.0,1494000.0,496000.0,297000.0,5625000.0,moderate
Gauri Lad,38,895000.0,36100.0,452000.0,1315000.0,564000.0,3714000.0,3752000.0,moderate
Chanchal Raju,35,1315000.0,69600.0,1734000.0,791000.0,814000.0,1604000.0,4002000.0,moderate
Gabriel Anand,45,847000.0,44800.0,1258000.0,102000.0,309000.0,2127000.0,2725000.0,moderate
Geetika Mandal,44,1071000.0,41500.0,463000.0,3134000.0,249000.0,802000.0,6340000.0,conservative
Arin Ramachandran,33,434000.0,26200.0,126000.0,7000.0,131000.0,2147000.0,256000.0,conservative
Nihal Sahni,22,530000.0,17400.0,81000.0,378000.0,238000.0,1014000.0,1296000.0,aggressive
Reyansh Mohanty,27,461000.0,25400.0,527000.0,946000.0,428000.0,1894000.0,4173000.0,moderate
Balhaar Palla,58,1586000.0,74400.0,1294000.0,4463000.0,225000.0,3050000.0,15088000.0,moderate
Shravya Mane,37,1325000.0,45700.0,1135000.0,465000.0,1023000.0,2316000.0,5387000.0,conservative
Faqid Bedi,40,1172000.0,65200.0,135000.0,2721000.0,53000.0,1409000.0,4398000.0,conservative
Jeevika Bora,39,659000.0,37700.0,110000.0,656000.0,34000.0,1333000.0,2851000.0,conservative
Avi Agarwal,51,1048000.0,49800.0,1442000.0,2137000.0,344000.0,4586000.0,14225000.0,moderate
Charvi Karnik,24,440000.0,27500.0,390000.0,128000.0,189000.0,1456000.0,2000000.0,conservative
Advaith Dass,25,326000.0,16400.0,120000.0,846000.0,74000.0,87000.0,2089000.0,moderate
Theodore Kulkarni,32,310000.0,12700.0,109000.0,658000.0,330000.0,839000.0,2835000.0,conservative
Anthony Ravi,40,913000.0,62900.0,365000.0,2617000.0,334000.0,2272000.0,10001000.0,conservative
Bhavani Barad,47,700000.0,48000.0,100000.0,1055000.0,393000.0,2404000.0,3130000.0,moderate
Atharv Mahajan,40,1637000.0,54300.0,200000.0,4359000.0,1953000.0,6182000.0,18108000.0,moderate
Vaishnavi Palla,38,915000.0,62800.0,1001000.0,1483000.0,279000.0,2588000.0,5136000.0,aggressive
Kashish Gulati,57,1111000.0,68300.0,480000.0,1709000.0,825000.0,4866000.0,6484000.0,moderate
Balvan Nagar,28,399000.0,13400.0,242000.0,113000.0,357000.0,1281000.0,722000.0,moderate
Bimala Balay,43,534000.0,27100.0,443000.0,1304000.0,174000.0,903000.0,3738000.0,conservative
Amrita Bhargava,42,681000.0,20900.0,350000.0,842000.0,47000.0,1281000.0,4266000.0,moderate
Yoshita Chada,39,1277000.0,68600.0,950000.0,2299000.0,1213000.0,5482000.0,10040000.0,moderate
Nisha Mand,52,2948000.0,200600.0,3845000.0,5755000.0,1022000.0,3830000.0,31532000.0,conservative
Aarav Peri,32,838000.0,37300.0,339000.0,1948000.0,323000.0,597000.0,5474000.0,moderate
Baghyawati Sem,58,1511000.0,76100.0,1809000.0,2608000.0,752000.0,5684000.0,16819000.0,moderate
Qabil Bala,34,619000.0,23900.0,268000.0,1151000.0,29000.0,1323000.0,3745000.0,conservative
Zayan Bhatti,42,716000.0,37000.0,230000.0,1119000.0,732000.0,811000.0,3129000.0,moderate
Dayita De,41,1984000.0,124200.0,308000.0,3654000.0,2055000.0,8230000.0,7787000.0,conservative
Hemang Narula,54,1329000.0,50700.0,1385000.0,1771000.0,1390000.0,1229000.0,6820000.0,moderate
Nathan Ben,38,1803000.0,94200.0,1166000.0,4200000.0,395000.0,6603000.0,18629000.0,conservative
Leela Vig,32,1059000.0,46500.0,1236000.0,2575000.0,1241000.0,1801000.0,8892000.0,moderate
Upma Din,22,163000.0,9800.0,40000.0,253000.0,129000.0,581000.0,675000.0,moderate
Diya Sharaf,35,598000.0,34900.0,553000.0,263000.0,426000.0,2311000.0,2014000.0,conservative
Neel Minhas,53,1096000.0,63900.0,75000.0,1228000.0,950000.0,862000.0,3020000.0,conservative
Banjeet Dasgupta,22,292000.0,13100.0,114000.0,736000.0,265000.0,1204000.0,2385000.0,aggressive
Samar Dhawan,56,1459000.0,79000.0,1363000.0,4013000.0,729000.0,4512000.0,21208000.0,aggressive
Unni Ahluwalia,42,2854000.0,160700.0,375000.0,2287000.0,2000000.0,12259000.0,10302000.0,moderate
Anay Kalla,27,326000.0,18800.0,195000.0,920000.0,229000.0,51000.0,4276000.0,moderate
Chakradev Pandey,33,742000.0,39400.0,641000.0,616000.0,7000.0,2808000.0,3781000.0,aggressive
Dipta Dugar,43,1284000.0,83800.0,1419000.0,3540000.0,15000.0,6330000.0,19649000.0,conservative
Hritik Rajagopal,33,685000.0,27100.0,735000.0,1922000.0,387000.0,2407000.0,6415000.0,moderate
Charita Chad,26,457000.0,14400.0,121000.0,692000.0,306000.0,2097000.0,1624000.0,moderate
Daksh Sarma,47,815000.0,56500.0,130000.0,2324000.0,692000.0,1690000.0,9236000.0,conservative
Devika Kara,47,1220000.0,38700.0,727000.0,2010000.0,1102000.0,4280000.0,9708000.0,conservative
Vanya Varma,26,526000.0,35100.0,210000.0,598000.0,370000.0,1492000.0,1998000.0,aggressive
Wyatt Balan,32,729000.0,39900.0,360000.0,1772000.0,249000.0,1222000.0,4479000.0,moderate
Warjas Lall,31,751000.0,50700.0,410000.0,245000.0,558000.0,2340000.0,1588000.0,moderate
Amaira Gole,47,1926000.0,101500.0,1205000.0,1252000.0,600000.0,3475000.0,6341000.0,moderate
Yashasvi Manda,49,1728000.0,109500.0,1386000.0,1105000.0,1695000.0,8203000.0,8935000.0,moderate
Pranav Rana,49,1276000.0,75600.0,81000.0,2381000.0,648000.0,5089000.0,6090000.0,moderate
Ridhi Thaman,57,1012000.0,51700.0,488000.0,2152000.0,1087000.0,4407000.0,7135000.0,moderate
Parth Guha,51,1066000.0,47200.0,462000.0,2678000.0,164000.0,3388000.0,6156000.0,moderate
Faris Puri,34,667000.0,19500.0,262000.0,1801000.0,565000.0,2803000.0,6870000.0,conservative
Utkarsh Gandhi,26,481000.0,19100.0,574000.0,1263000.0,248000.0,882000.0,5635000.0,conservative
Chasmum Sachdev,45,935000.0,64400.0,387000.0,1913000.0,143000.0,3092000.0,4298000.0,moderate
Ria Parmer,56,1074000.0,43700.0,289000.0,2948000.0,720000.0,1792000.0,7143000.0,moderate
Ethan Sood,59,1052000.0,63600.0,1352000.0,870000.0,267000.0,3127000.0,5059000.0,moderate
Chanchal Sem,30,325000.0,16400.0,197000.0,707000.0,114000.0,116000.0,2745000.0,conservative
Yuvraj Mann,30,534000.0,22400.0,169000.0,123000.0,292000.0,2115000.0,454000.0,moderate
Chatura Narang,23,200000.0,14100.0,228000.0,75000.0,87000.0,422000.0,896000.0,moderate
Shivani Ram,27,335000.0,10400.0,336000.0,227000.0,156000.0,1648000.0,1206000.0,moderate
Ijaya Devi,43,902000.0,48200.0,1281000.0,278000.0,430000.0,3871000.0,5881000.0,moderate
Bina Krishnan,42,627000.0,30300.0,829000.0,1816000.0,13000.0,1926000.0,9404000.0,aggressive
Triveni Mallick,36,902000.0,29200.0,953000.0,1262000.0,398000.0,1199000.0,6420000.0,conservative
Isaac Toor,33,888000.0,33800.0,252000.0,2415000.0,419000.0,2797000.0,5986000.0,moderate
Krishna Kalla,53,1143000.0,66400.0,858000.0,1634000.0,813000.0,4325000.0,5382000.0,moderate
Simon Roy,39,768000.0,25900.0,171000.0,1612000.0,443000.0,1813000.0,2936000.0,conservative
Ekaja Pradhan,52,1629000.0,101900.0,1379000.0,1572000.0,337000.0,4826000.0,7242000.0,moderate
Garima Kadakia,58,1215000.0,67100.0,1676000.0,3465000.0,857000.0,5323000.0,9617000.0,conservative
Chakradev Konda,34,547000.0,18300.0,30000.0,57000.0,23000.0,375000.0,267000.0,moderate
Madhav Bumb,29,828000.0,34000.0,1093000.0,1732000.0,331000.0,2068000.0,10324000.0,moderate
Caleb Banik,58,2126000.0,74200.0,1769000.0,6062000.0,1582000.0,9204000.0,13267000.0,aggressive
Anthony Batra,46,1407000.0,87800.0,379000.0,3327000.0,1054000.0,2752000.0,13847000.0,aggressive
Harsh Chaudhari,33,947000.0,48700.0,1223000.0,2351000.0,205000.0,4186000.0,8969000.0,aggressive
Lila Vala,45,553000.0,16200.0,458000.0,496000.0,225000.0,1543000.0,1499000.0,moderate
Amruta Bahl,41,1550000.0,80300.0,1085000.0,2101000.0,851000.0,3110000.0,5445000.0,moderate
Vedant Narain,56,1709000.0,84200.0,1324000.0,698000.0,844000.0,8473000.0,3034000.0,moderate
Ranbir Peri,31,876000.0,49000.0,231000.0,989000.0,721000.0,709000.0,3636000.0,moderate
Jatin Gala,59,1826000.0,55900.0,390000.0,46000.0,1622000.0,3171000.0,948000.0,aggressive
Advay Sabharwal,57,1551000.0,47500.0,1565000.0,3624000.0,76000.0,1704000.0,13861000.0,conservative
Rishi Buch,28,463000.0,20200.0,614000.0,1324000.0,414000.0,2276000.0,6440000.0,moderate
Nathaniel Bali,28,580000.0,33600.0,613000.0,1219000.0,611000.0,436000.0,4668000.0,conservative
Faras Dalal,42,897000.0,51100.0,1138000.0,2181000.0,984000.0,535000.0,6613000.0,conservative
Avni Sani,23,454000.0,18500.0,579000.0,699000.0,30000.0,599000.0,4594000.0,moderate
Zaid Chopra,33,393000.0,15000.0,38000.0,226000.0,417000.0,1196000.0,532000.0,moderate
Eshana Sidhu,38,712000.0,41000.0,832000.0,1540000.0,140000.0,943000.0,7857000.0,moderate
Eesha Mane,58,3191000.0,96700.0,3732000.0,2865000.0,1296000.0,5219000.0,21236000.0,moderate
Dhriti Oza,59,1281000.0,67100.0,714000.0,1766000.0,587000.0,3421000.0,8687000.0,conservative
Vidhi Brahmbhatt,27,437000.0,20500.0,282000.0,1181000.0,157000.0,1390000.0,3824000.0,moderate
Krisha Devan,55,1068000.0,41800.0,1208000.0,1195000.0,378000.0,3096000.0,9185000.0,conservative
Dalbir Kapoor,25,456000.0,23200.0,675000.0,396000.0,93000.0,1402000.0,1931000.0,moderate
Sathvik Kalla,50,989000.0,37800.0,1466000.0,94000.0,782000.0,3318000.0,4433000.0,moderate
Shivansh Jani,54,1331000.0,70100.0,981000.0,2801000.0,927000.0,5838000.0,12355000.0,moderate
Lajita Lata,55,1958000.0,69300.0,2340000.0,1264000.0,1442000.0,6609000.0,13197000.0,conservative
Chameli Mohanty,30,454000.0,20900.0,330000.0,871000.0,284000.0,1637000.0,3750000.0,moderate
Brinda Kota,55,1917000.0,96700.0,2503000.0,2108000.0,508000.0,3801000.0,14543000.0,moderate
Gaurang Batra,26,587000.0,17900.0,582000.0,1387000.0,413000.0,2773000.0,7689000.0,moderate
Jyoti Dubey,41,1396000.0,76200.0,1966000.0,3727000.0,1095000.0,5642000.0,14393000.0,aggressive
Lavanya Upadhyay,39,940000.0,56800.0,1406000.0,665000.0,59000.0,2739000.0,5869000.0,moderate
Vasatika Dugar,34,2239000.0,154500.0,1184000.0,5322000.0,2654000.0,5020000.0,20722000.0,aggressive
Tamanna Vohra,22,434000.0,16300.0,638000.0,199000.0,302000.0,41000.0,1818000.0,moderate
Daksh Dora,51,1473000.0,55800.0,1553000.0,623000.0,1128000.0,7266000.0,5371000.0,conservative
Jyoti Krishnamurthy,34,530000.0,22200.0,209000.0,681000.0,362000.0,375000.0,2866000.0,moderate
Warinder Saraf,47,1136000.0,75300.0,62000.0,1106000.0,942000.0,2892000.0,2903000.0,moderate
Om Sem,37,1359000.0,62700.0,1415000.0,4025000.0,1071000.0,2323000.0,20518000.0,moderate
Henry Yadav,36,1437000.0,60000.0,535000.0,3466000.0,1378000.0,2343000.0,11691000.0,aggressive
Reva Ben,55,2441000.0,146600.0,941000.0,6519000.0,473000.0,5120000.0,24141000.0,moderate
Jyoti Sharma,25,533000.0,16400.0,453000.0,217000.0,105000.0,1526000.0,1276000.0,moderate
Turvi Gulati,49,802000.0,41700.0,76000.0,1718000.0,211000.0,40000.0,7043000.0,conservative
Kevin Sridhar,50,1518000.0,72700.0,992000.0,2752000.0,1755000.0,1170000.0,14923000.0,conservative
Aahana Tella,36,512000.0,28300.0,619000.0,152000.0,219000.0,1570000.0,2448000.0,conservative
Tanay Parekh,31,365000.0,21800.0,33000.0,869000.0,138000.0,1349000.0,1826000.0,conservative
Vritti Singhal,22,326000.0,13900.0,311000.0,835000.0,90000.0,1100000.0,3273000.0,moderate
Nicholas Keer,57,1831000.0,102000.0,512000.0,5021000.0,1058000.0,9073000.0,9667000.0,conservative
Tripti Parsa,58,2140000.0,109200.0,2784000.0,6034000.0,2325000.0,511000.0,14451000.0,conservative
Nicholas Borra,31,732000.0,25400.0,451000.0,237000.0,592000.0,1886000.0,1553000.0,moderate
Oliver Mishra,23,404000.0,26600.0,496000.0,1069000.0,91000.0,845000.0,3220000.0,aggressive
Matthew Aggarwal,26,312000.0,18900.0,343000.0,885000.0,314000.0,310000.0,4784000.0,conservative
Falguni Bedi,24,357000.0,24100.0,472000.0,740000.0,405000.0,1590000.0,4084000.0,moderate
Gopal Buch,53,817000.0,48400.0,653000.0,451000.0,699000.0,586000.0,3626000.0,conservative
Brinda Mandal,55,722000.0,28400.0,545000.0,868000.0,514000.0,1822000.0,4809000.0,aggressive
Samuel Sethi,27,616000.0,29000.0,64000.0,167000.0,497000.0,592000.0,554000.0,moderate
Abdul Patla,50,983000.0,44500.0,810000.0,13000.0,868000.0,2145000.0,3279000.0,moderate
Vyanjana Deo,28,692000.0,21200.0,558000.0,1910000.0,714000.0,2735000.0,7286000.0,moderate
Watika Mani,35,1113000.0,51500.0,1034000.0,3247000.0,880000.0,3899000.0,8661000.0,aggressive
Abeer Behl,44,861000.0,37500.0,207000.0,2375000.0,549000.0,3015000.0,8221000.0,moderate
Chaitanya Gera,49,1531000.0,44900.0,1275000.0,1166000.0,335000.0,1646000.0,7034000.0,aggressive
Harini Sachdev,55,1154000.0,74400.0,817000.0,2150000.0,518000.0,132000.0,8968000.0,moderate
Edhitha Prasad,23,176000.0,6200.0,161000.0,264000.0,18000.0,634000.0,921000.0,moderate
Adweta Choudhury,29,569000.0,28500.0,573000.0,847000.0,497000.0,302000.0,4207000.0,conservative
Ekansh Kapadia,32,551000.0,34100.0,316000.0,708000.0,656000.0,1075000.0,1727000.0,conservative
Upkaar Nadig,33,587000.0,31900.0,458000.0,1657000.0,68000.0,2477000.0,7483000.0,moderate
Amara Swamy,59,3184000.0,115300.0,1983000.0,7555000.0,1682000.0,6519000.0,28731000.0,conservative
Thomas Kohli,51,771000.0,42300.0,894000.0,1959000.0,648000.0,1794000.0,9009000.0,conservative
Manbir Sankar,34,823000.0,50000.0,992000.0,85000.0,30000.0,3942000.0,3168000.0,conservative
Sai Pau,58,1101000.0,71300.0,523000.0,1361000.0,581000.0,5004000.0,7477000.0,conservative
Madhav Luthra,40,1278000.0,54200.0,545000.0,2293000.0,1219000.0,581000.0,4843000.0,moderate
Chandran Kata,41,1071000.0,32800.0,1107000.0,2116000.0,377000.0,4642000.0,8602000.0,conservative
Benjamin Kara,38,982000.0,53500.0,1151000.0,2636000.0,777000.0,2428000.0,12037000.0,aggressive
Ayush Deol,27,341000.0,13200.0,22000.0,171000.0,249000.0,1361000.0,580000.0,conservative
Ojasvi Ahluwalia,57,1167000.0,72000.0,782000.0,315000.0,980000.0,2055000.0,3625000.0,aggressive
Ishani Vora,22,415000.0,23900.0,206000.0,1112000.0,120000.0,1986000.0,5206000.0,moderate
Onveer Narasimhan,28,948000.0,58200.0,1101000.0,1441000.0,191000.0,3776000.0,6893000.0,moderate
Abdul Narasimhan,30,686000.0,47700.0,177000.0,1110000.0,14000.0,1541000.0,4497000.0,moderate
Divya Kapadia,32,475000.0,25400.0,560000.0,1268000.0,274000.0,857000.0,5016000.0,conservative
Girik Hari,27,535000.0,35800.0,540000.0,1203000.0,120000.0,565000.0,5840000.0,moderate
Advik Nagarajan,22,702000.0,39300.0,893000.0,1539000.0,549000.0,967000.0,6684000.0,conservative
Rehaan Ray,47,1218000.0,44700.0,1810000.0,680000.0,803000.0,2692000.0,6548000.0,aggressive
Gauri Pandya,58,2602000.0,162500.0,1928000.0,4851000.0,2603000.0,4608000.0,26512000.0,aggressive
Bina Chander,26,340000.0,19700.0,362000.0,459000.0,327000.0,1095000.0,2639000.0,moderate
Isaiah Gaba,33,675000.0,47200.0,729000.0,1237000.0,293000.0,2145000.0,6303000.0,moderate
Yashasvi Ravel,41,1199000.0,47100.0,1528000.0,2071000.0,426000.0,1160000.0,10073000.0,moderate
Dominic Dugar,57,1753000.0,75500.0,1405000.0,138000.0,173000.0,2286000.0,2578000.0,conservative
Patrick Raja,48,925000.0,58600.0,191000.0,954000.0,840000.0,209000.0,2744000.0,conservative
Zansi Krishnamurthy,51,991000.0,31500.0,1457000.0,1361000.0,590000.0,1895000.0,4578000.0,moderate
Zarna Grewal,44,1512000.0,84000.0,200000.0,2269000.0,610000.0,3579000.0,8272000.0,moderate
Nisha Virk,37,1252000.0,64500.0,1810000.0,374000.0,1057000.0,658000.0,7627000.0,moderate
Nitara Bumb,29,925000.0,33500.0,389000.0,2493000.0,304000.0,394000.0,4551000.0,moderate
Ojas Boase,54,2670000.0,96200.0,2040000.0,2678000.0,1532000.0,3575000.0,12961000.0,conservative
Lakshit Parsa,52,1415000.0,89000.0,2021000.0,2078000.0,740000.0,3477000.0,15382000.0,moderate
Sai Bera,22,269000.0,8000.0,277000.0,536000.0,87000.0,1323000.0,1435000.0,moderate
Anvi Ganesh,49,1998000.0,120400.0,1796000.0,4310000.0,1895000.0,9142000.0,14615000.0,conservative
Aarna Chacko,25,520000.0,31000.0,272000.0,590000.0,441000.0,1036000.0,1549000.0,conservative
Ijaya Memon,50,908000.0,51100.0,430000.0,352000.0,566000.0,2525000.0,2147000.0,moderate
Yahvi Mahal,53,965000.0,44600.0,94000.0,600000.0,800000.0,2700000.0,1965000.0,moderate
Jagat Ravi,26,523000.0,15900.0,471000.0,259000.0,56000.0,897000.0,1810000.0,conservative
Simon Nagar,38,808000.0,50600.0,544000.0,592000.0,417000.0,3462000.0,4082000.0,conservative
Xiti Thaman,26,436000.0,15000.0,164000.0,790000.0,314000.0,636000.0,2408000.0,moderate
Pavani Nayar,43,1506000.0,61500.0,914000.0,2421000.0,712000.0,3216000.0,5915000.0,moderate
Manbir Tailor,57,1989000.0,136500.0,2813000.0,1006000.0,1704000.0,9019000.0,13338000.0,moderate
Sathvik Zacharia,25,645000.0,26900.0,826000.0,1319000.0,404000.0,1116000.0,4359000.0,aggressive
Ishaan Nayak,37,420000.0,16700.0,283000.0,80000.0,193000.0,1073000.0,1201000.0,moderate
Daniel Amble,58,1705000.0,118900.0,2508000.0,4653000.0,850000.0,7422000.0,18521000.0,aggressive
Indrajit Mahal,33,874000.0,28600.0,629000.0,1485000.0,751000.0,1431000.0,4325000.0,aggressive
Janani Shere,27,278000.0,10000.0,155000.0,492000.0,22000.0,1337000.0,1131000.0,moderate
Bhavika Sibal,40,739000.0,35100.0,453000.0,634000.0,743000.0,752000.0,3877000.0,conservative
Anthony Khalsa,41,719000.0,44600.0,948000.0,1104000.0,49000.0,2460000.0,4201000.0,moderate
Kavya Parikh,47,1184000.0,78200.0,519000.0,1514000.0,189000.0,355000.0,8072000.0,moderate
Chandran Banik,33,1211000.0,73400.0,451000.0,3454000.0,1177000.0,3252000.0,10960000.0,conservative
Eesha Mander,58,3166000.0,221100.0,4568000.0,724000.0,1423000.0,2523000.0,17559000.0,conservative
Devansh Bansal,41,726000.0,21700.0,809000.0,999000.0,400000.0,2281000.0,5271000.0,conservative
Bhanumati Buch,32,782000.0,43000.0,905000.0,1857000.0,350000.0,2412000.0,11036000.0,moderate
Isaiah Kalita,58,1897000.0,64500.0,2131000.0,3099000.0,212000.0,3950000.0,10977000.0,moderate
Ira Kohli,57,1747000.0,117200.0,1817000.0,2962000.0,1276000.0,8078000.0,11846000.0,aggressive
Madhavi Sarin,40,1069000.0,72800.0,195000.0,2922000.0,884000.0,4765000.0,11554000.0,moderate
Tristan Aurora,22,334000.0,14000.0,382000.0,376000.0,76000.0,1227000.0,1500000.0,conservative
Simon Srivastava,44,1932000.0,123000.0,794000.0,12000.0,1744000.0,6952000.0,2476000.0,aggressive
Ikbal Kunda,43,1522000.0,84400.0,368000.0,4227000.0,182000.0,519000.0,17195000.0,aggressive
Indali Pradhan,27,328000.0,10900.0,484000.0,33000.0,305000.0,531000.0,2057000.0,moderate
Tanvi Parikh,46,1506000.0,81700.0,136000.0,3603000.0,1267000.0,1530000.0,13087000.0,aggressive
Harrison Deshmukh,53,1893000.0,132200.0,181000.0,793000.0,2072000.0,3678000.0,1632000.0,moderate
Wahab Golla,26,491000.0,20600.0,245000.0,30000.0,479000.0,268000.0,803000.0,moderate
Bhavani Barad,49,1850000.0,54000.0,2357000.0,1968000.0,1875000.0,2944000.0,13917000.0,conservative
Kashish Gara,27,507000.0,35400.0,744000.0,1314000.0,583000.0,1447000.0,4660000.0,moderate
Amruta Prakash,50,1373000.0,63700.0,305000.0,152000.0,1391000.0,1141000.0,1459000.0,aggressive
Nirja Dass,37,861000.0,40600.0,537000.0,679000.0,823000.0,455000.0,4592000.0,conservative
Neha Raman,22,148000.0,8700.0,165000.0,124000.0,35000.0,523000.0,900000.0,aggressive
Shaurya Sandhu,58,1517000.0,82400.0,1496000.0,431000.0,1375000.0,1873000.0,5269000.0,conservative
Kai Srivastava,28,404000.0,16900.0,157000.0,112000.0,307000.0,966000.0,914000.0,moderate
Jalsa Korpal,44,706000.0,23500.0,372000.0,1924000.0,815000.0,2960000.0,5147000.0,moderate
Mohini Rama,28,842000.0,53600.0,768000.0,1756000.0,728000.0,1594000.0,8003000.0,conservative
Aarini Jha,57,1819000.0,89700.0,184000.0,1698000.0,567000.0,897000.0,5207000.0,conservative
Gaurika Jayaraman,50,1267000.0,72500.0,1456000.0,906000.0,250000.0,4975000.0,7151000.0,conservative
Chakradhar D’Alia,52,1108000.0,72000.0,498000.0,143000.0,374000.0,4091000.0,1747000.0,moderate
Saumya Sahota,38,954000.0,28500.0,1194000.0,1027000.0,550000.0,2911000.0,5635000.0,conservative
Faqid Nagarajan,39,1266000.0,82300.0,1318000.0,1144000.0,991000.0,3405000.0,4012000.0,moderate
Gautam Chaudhry,46,853000.0,51600.0,841000.0,2347000.0,220000.0,3208000.0,9737000.0,moderate
Gaurav Bir,51,1313000.0,90100.0,1527000.0,869000.0,367000.0,2319000.0,9448000.0,moderate
Amol Sama,54,1924000.0,74800.0,306000.0,2339000.0,697000.0,3172000.0,6310000.0,conservative
Kavya Hayer,22,152000.0,6500.0,65000.0,311000.0,147000.0,477000.0,1151000.0,moderate
Urmi Pai,47,1152000.0,65400.0,929000.0,1110000.0,505000.0,959000.0,6747000.0,aggressive
Lila Bandi,26,379000.0,25700.0,446000.0,889000.0,36000.0,1200000.0,4017000.0,moderate
Warhi Chacko,32,620000.0,43700.0,794000.0,1351000.0,406000.0,2688000.0,8045000.0,moderate
Udant Grewal,53,1162000.0,54100.0,702000.0,124000.0,8000.0,2993000.0,3164000.0,conservative
Pavani Morar,31,645000.0,33300.0,775000.0,1656000.0,521000.0,267000.0,8941000.0,moderate
Osha Anne,52,2647000.0,96000.0,978000.0,2890000.0,2675000.0,8773000.0,9869000.0,moderate
Chakrika Pandya,39,799000.0,46400.0,135000.0,230000.0,160000.0,3473000.0,675000.0,conservative
Varenya Borra,30,642000.0,41100.0,262000.0,1345000.0,651000.0,632000.0,4020000.0,moderate
Ekapad Dugar,34,1447000.0,90400.0,1967000.0,3243000.0,1179000.0,4429000.0,14627000.0,conservative
Omaja Majumdar,42,825000.0,36000.0,692000.0,176000.0,98000.0,813000.0,1394000.0,conservative
